Authors,Author(s) ID,Year,Source title,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords
"Anantha Krishnan V., Balamurugan P.","57753937200;57191573709;",2022,"Applied Energy",,"10.1016/j.apenergy.2022.119432","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132760634&doi=10.1016%2fj.apenergy.2022.119432&partnerID=40&md5=9103a4fb4334dbe795c545357e1423a7","An efficient regulation of the frequency and voltage of operation of the microgrid in island mode is essential; otherwise, the voltage and frequency deviations in the microgrid will increase the energy imbalance by going beyond the tolerance range. In this manuscript, an efficient hybrid approach to improve the dynamic stability of the micro grid (MG) is proposed. The proposed hybrid approach is the combined performance of Deep learning neural network (DLNN) and chaotic rat swarm optimizer (CRSO), hence it is named as DLN2-CRSO. To improve the searching ability and speed of the convergence, RSO is improved by the chaotic version of RSO. The proposed DLN2-CRSO approach is utilized the low-signal stability analysis under the entire operating points. The major objective of the proposed approach is the stability enhancement. To improve the dynamic stability through the integration of multiple distributed generation units in the micro grid, deep planning neural network is used. The control parameters of the DPNNs are identified by the chaotic rat swarm optimizer (CRSO) approach. The proposed approach reduces the reactive power mismatches among the converters and guarantees the stable operation of MG. The performance of proposed approach is authenticated with simulation outcomes, which is performed with MATLAB/Simulink platform. The performance of the proposed technique is evaluated with statistical measures like mean, median and standard deviation with existing methods. Also the efficiency of the proposed technique reaches 95.6346%. © 2022 Elsevier Ltd","Chaotic Rat Swarm Optimizer; Deep Learning Neural Network; Dynamic stability; Micro grid; Power quality; Small signal stability","Deep neural networks; Electric power transmission networks; MATLAB; Power quality; Rats; Simulation platform; Swarm intelligence; Chaotic rat swarm optimizer; Chaotics; Deep learning neural network; Dynamics stability; Learning neural networks; Microgrid; Performance; Small signal stability; Stability enhancement; Swarm optimizer; Stability; frequency analysis; hybrid; stability analysis; standard (regulation)"
"Elshurafa A.M., Alatawi H., Hasanov F.J., Algahtani G.J., Felder F.A.","8257338700;57218547611;55629514100;57759265500;6602476281;",2022,"Energy Policy",,"10.1016/j.enpol.2022.113090","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132539736&doi=10.1016%2fj.enpol.2022.113090&partnerID=40&md5=9af762f6627eb81c053adcbb6d0046fe","The Saudi agricultural sector relies on diesel for irrigation that is provided to farmers at a price much lower than the average global price, implying significant opportunity costs. By soft-coupling power and macroeconometric models, we assessed cost and economic (macro and sectoral) implications of electrifying irrigation activities in the Saudi agricultural sector via three scenarios: electrifying each individual farm with a dedicated hybrid renewable micro-grid, electrifying the entire farm cluster with central generation, and connecting the entire cluster to the national grid. Compared with the base-case, connecting the farm cluster to the national grid was the most economic but least environmentally friendly. The renewable and central generation scenarios were costlier due to high battery costs and gas infrastructure needed, respectively. Further, the financial viability of the renewable microgrid option depends on the opportunity cost assumption. From an economic (macro and sectoral) perspective, we found that: (i) job and value-added creation effects of saved-diesel spending from export revenues is positive, but quite small implying the more diesel displaced the more benefits realized, (ii) sectoral-specific spending is more growth- and employment-enhancing than general-spending of the government suggesting taking measures to further enhance the efficiency of governmental spending as highlighted in the Fiscal Sustainability Program. © 2022 The Authors","Agriculture; Diesel displacement; Macroeconomics; Renewable energy; Saudi Arabia","Costs; Diesel engines; Electric power transmission networks; Gas industry; Irrigation; Agricultural sector; Central generations; Diesel displacement; Global prices; Macroeconomic; Microgrid; National Grid; Opportunity costs; Renewable energies; Saudi Arabia; Economics; agricultural application; alternative energy; cost-benefit analysis; diesel; electrification; emission inventory; energy policy; energy use; fiscal policy; governance approach; infrastructural development; irrigation; macroeconomics; policy analysis; policy approach; power generation; public spending; Saudi Arabia"
"Chamarande T., Mathy S., Hingray B.","57224088070;6508097295;6602706516;",2022,"Energy for Sustainable Development",,"10.1016/j.esd.2022.07.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134194801&doi=10.1016%2fj.esd.2022.07.001&partnerID=40&md5=b0a0fa6668b9754f9428426af04d76ae","Autonomous micro-grids based on solar photovoltaic (PV) are one of the most promising solutions to provide electricity access in many regions worldwide. Different storage/PV capacities can produce the same level of quality service, but an optimal design is typically identified to minimize the levelized cost of electricity. This cost optimization however relies on technical and economic hypothesis that come with large uncertainties and/or spatial disparities. This article explores the sensitivity of the optimal sizing to variations and uncertainties of such parameters. Using data from Heliosat and ERA5, we simulate the solar PV production and identify the least cost configurations for 200 locations in Africa. Our results show that the optimal configuration is highly dependent on the characteristics of the resource, and especially on its co-variability structure with the electric demand on different timescales. It is conversely rather insensitive to cost hypotheses, which allow us to propose simple pre-sizing rules based on the only characteristics of the solar resource and electricity demand. The optimal storage capacity can be estimated from the 75th percentile of the daily nocturnal demand and the optimal PV capacity from the mean demand and the standard deviation of the daily power difference between solar production and demand. © 2022 International Energy Initiative","Africa; Levelized cost of electricity (LCOE); Microgrid sizing; PV microgrids; Rural electrification","Costs; Digital storage; Microgrids; Rural areas; Sensitivity analysis; Solar power generation; Africa; Levelized cost of electricities; Levelized cost of electricity; Microgrid; Microgrid sizing; Photovoltaic microgrid; Photovoltaics; Rural electrification; Simple++; Solar energy; cost; design; energy use; meteorology; photovoltaic system; rural electrification; sensitivity analysis; solar power; Africa"
"Iqbar I.M., Muhammad M., Gilani S.I.U.-H., Adam F.","57301235900;36662781700;8429526700;55849954100;",2022,"Journal of Marine Science and Engineering",,"10.3390/jmse10070963","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136419050&doi=10.3390%2fjmse10070963&partnerID=40&md5=8eb7510f9c3c01349834e6d6cfbbfd9f","In this study, the viability of harnessing wind energy for offshore oil and gas (O&amp;G) platforms as a micro-grid solution in low wind speed regions to power O&amp;G platforms is explored. However, wind, as a renewable energy, is known to be highly variable and is unable to provide standalone power reliably within a micro-grid solution due to the variation of the wind speed at hub height, which subsequently leads to a variation of the power outcome. Here, a hybrid power generation concept is developed in which one gas turbine generator (GTG) is replaced with a floating horizontal axis wind turbine (WT) system. By setting up this system, the reduction of the maintenance costs of the GTGs and the reduction of fuel gas consumption reduces carbon dioxide (CO2) emissions. In addition to this, the fuel gas savings in terms of the business side of such a solution provide a positive revenue impact. In this feasibility study, a technical framework is developed, followed by an economic framework. In the technical framework, wind assessments are performed to obtain the annual energy production for the selected field. Furthermore, an economic framework is established for both conventional and hybrid concepts in two scenarios: greenfield and brownfield, where the incremental net present value (NPV) and levelized cost of energy are calculated. The resultant difference in NPV for hybrid power generation compared to conventional power generation was found to be between 22% and 37%. The levelized cost of energy (LCOE) for WT is USD 165.52/MWh, which is 39% lower than for conventional, gas turbine-only operations. The LCOE for the hybrid approach is lower than for the conventional scenario by 22%. In conclusion, the hybrid micro-grid concept solution can harness wind energy from low wind regions with better economic benefits compared to conventional methods through the proper selection of the WT system, its floating substructure, and efficient micro-grid system for powering oil and gas platforms. © 2022 by the authors.","floating wind turbine; hybrid power generation; levelized cost of energy; low wind speed; offshore wind",
"Xie P., Tan S., Bazmohammadi N., Guerrero J.M., Vasquez J.C., Alcala J.M., Carreño J.E.M.","57212460847;57212476356;55364701400;35588010400;57203104097;57694195200;57224054167;",2022,"Applied Energy",,"10.1016/j.apenergy.2022.119072","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130160855&doi=10.1016%2fj.apenergy.2022.119072&partnerID=40&md5=549546dadfeececa572bfc73c6bebaba","The increasing demands of reducing fuel consumption for marine transportation have motivated the use of high fuel efficiency power plants and the development of power management systems (PMS). Current studies on shipboard PMS are mostly categorized as centralized, which are easy to be implemented and able to converge to the global optimum solutions. However, centralized techniques may suffer from the high computational burden and single-point failures. Considering the future trends of marine vessels toward zonal electrical distribution (ZED), distributed PMS are becoming an alternative choice. To achieve the ship high fuel-efficiency operation under high fluctuated propulsion loads, a real-time distributed PMS is developed in this paper that can acquire as good fuel economy as centralized PMS, but with faster computing speed. With a combination of filter-based, rule-based, and optimization-based approaches in a highly computationally efficient manner, the distributed PMS is constructed based on three layers that guarantees not only high fuel efficiency, but also sufficient energy reservation in different sailing modes and even in faulty conditions. Convergence tests and multiple case studies are conducted to prove the effectiveness of the proposed PMS in terms of fast convergence speed, improved fuel efficiency, and enhanced resilience. © 2022 The Authors","Distributed PMS; Power management; Real-time management; Shipboard power system","Energy efficiency; Fast response computer systems; Fuel economy; Fuels; Ship propulsion; Ships; Centralised; Distributed power management system; Distributed power managements; Fuel efficiency; Multi micro-grids; Power management scheme; Power management systems; Real-time management; Real-time power managements; Shipboard power system; Power management; energy efficiency; energy management; fuel consumption; real time; transportation"
"Ouyang T., Wu W., Wang J., Xie S.","56763714700;57221286672;57605230800;57221282556;",2022,"Journal of Cleaner Production",,"10.1016/j.jclepro.2022.131710","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128573635&doi=10.1016%2fj.jclepro.2022.131710&partnerID=40&md5=0007dd1382280b62618ea5c0034cebf2","It is of great help for alleviating energy shortage and decreasing carbon emission to increase the proportion of renewable energy in energy structure. However, the volatility of renewable energy causes a mismatching for multi-energy flow in distributed micro-grid. To settle this problem, a standalone liquid air energy storage system coupled with cold energy of liquefied natural gas is proposed. A double-parameter regulation method is proposed to make the compressor cope with volatile wind power, and make the expander to meet the variable power demand. To improve the simulation precision, the dynamic behavior of packed bed is investigated and the link between the transient temperature of packed bed and system performance is achieved. The results indicate that the hourly power supply-demand in micro-grid gets balance by employing LAES, and the daily energy storage reaches 285 MWh which is more than enough for the energy demand in peak time (200 MWh). Moreover, the energy storage and supply gets balanced and the round trip efficiency reaches a stable value (63%) in the 8th day. In economic analysis, the short dynamic payback year (5 years) and high net present value (80 million dollars) indicate high economic feasibility. Finally, the proposed system obtains the optimal thermal energy storage density (96 kWh/m3), the minimum work consumption (643 kJ/kg), and the highest round trip efficiency (0.63) compared to those in previous literature. © 2022 Elsevier Ltd","Liquefied natural gas; Liquid air energy storage; Off-design condition; Power supply-demand balance; Wind power","Air; Economic analysis; Electric energy storage; Electric power transmission networks; Gas fuel purification; Liquefied natural gas; Packed beds; Energy flow; Microgrid; Multi energy; Off design condition; Power supply; Power supply-demand balance; Renewable energies; Round trip; Storage systems; Supply/demand balance; Wind power"
"Mosetlhe T.C.","57193669845;",2022,"International Journal of Energy and Environmental Engineering",,"10.1007/s40095-021-00447-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119854497&doi=10.1007%2fs40095-021-00447-4&partnerID=40&md5=122133eb368eaa43f181f528ab43951e","The stochastic nature of water demand could lead to deficits in the case that flows from the reservoir and pressure in networks are not properly managed. Installation of pumping facilities has the potential to resolve this issue. However, the energy used by these facilities is a concern. In addition, utilisation of the grid also contributes towards the carbonisation of the atmosphere. This work proposes the utilisation of a PV-battery micro-grid to power the pumping station. The size of the micro-grid is determined by the power required to operate the pump to mitigate the supply deficit. A pressure-driven model is used to solve the water distribution network and to determine the deficit in supply. The results show that the proposed micro-grid can supply the pumping for 24 hours without interventions from the grid. The cost of energy is found to be 0.951 ZAR which is considerably lower than the reselling price of utilities standing at 1.16–1.28 ZAR in South Africa. © 2021, The Author(s), under exclusive licence to Islamic Azad University.","Micro-grid; Pumping station; Water distribution networks; Water supply","Carbonization; Electric power distribution; Electric power transmission networks; Pumping plants; Pumps; Reservoirs (water); Stochastic systems; Water distribution systems; Carbonisation; Energy; In networks; Microgrid; Nature of water; Power; Pumping stations; Stochastic nature; Water demand; Water distribution networks; Water supply"
"Rajamoorthy R., Saraswathi H.V., Devaraj J., Kasinathan P., Elavarasan R.M., Arunachalam G., Mostafa T.M., Mihet-Popa L.","57425729700;57425883300;57221764024;57194393495;57212323035;57219296555;57195199768;6506881488;",2022,"Sustainability (Switzerland)",,"10.3390/su14031355","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123399884&doi=10.3390%2fsu14031355&partnerID=40&md5=d3ced56010f5959bf1a95fd57f63af15","In order to formulate the long-term and short-term development plans to meet the energy needs, there is a great demand for accurate energy forecasting. Energy autonomy helps to decompose a large-scale grid control into a small sized decisions to attain robustness and scalability through energy independence level of a country. Most of the existing energy demand forecasting models predict the amount of energy at a regional or national scale and failed to forecast the demand for power generation for small-scale decentralized energy systems, like micro grids, buildings, and energy communities. A novel model called Sailfish Whale Optimization-based Deep Long Short-Term memory (SWO-based Deep LSTM) to forecast electricity demand in the distribution systems is proposed. The proposed SWO is designed by integrating the Sailfish Optimizer (SO) with the Whale Optimization Algorithm (WOA). The Hilbert-Schmidt Independence Criterion (HSIC) is applied on the dataset, which is collected from the Central electricity authority, Government of India, for selecting the optimal features using the technical indicators. The proposed algorithm is implemented in MATLAB software package and the study was done using real-time data. The optimal features are trained using Deep LSTM model. The results of the proposed model in terms of install capacity prediction, village electrified prediction, length of R & D lines prediction, hydro, coal, diesel, nuclear prediction, etc. are compared with the existing models. The proposed model achieves percentage improvements of 10%, 9.5%,6%, 4% and 3% in terms of Mean Squared Error (MSE) and 26%, 21%, 16%, 12% and 6% in terms of Root Mean Square Error (RMSE) for Bootstrap-based Extreme Learning Machine approach (BELM), Direct Quantile Regression (DQR), Temporally Local Gaussian Process (TLGP), Deep Echo State Network (Deep ESN) and Deep LSTM respectively. The hybrid approach using the optimization algorithm with the deep learning model leads to faster convergence rate during the training process and enables the small-scale decentralized systems to address the challenges of distributed energy resources. The time series datasets of different utilities are trained using the hybrid model and the temporal dependencies in the sequence of data are predicted with point of interval as 5 years-head. Energy autonomy of the country till the year 2048 is assessed and compared. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.","Deep long short-term memory (deep LSTM); Energy forecasting; Sailfish Optimizer (SO); Whale Optimization Algorithm (WOA)","autonomy; convergence; decentralization; energy efficiency; energy resource; numerical model; optimization; India"
"Malika B.K., Pattanaik V., Sahu B.K., Rout P.K.","57226362231;57226363779;55537541500;35753375500;",2022,"Process Integration and Optimization for Sustainability",,"10.1007/s41660-022-00277-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137462734&doi=10.1007%2fs41660-022-00277-9&partnerID=40&md5=114a9caee8d0a5964564ee19db63817a","With the emergence of smart-grid and micro-grid concept insurgence into the modern power distribution system, the present research has been forced to focus on the impact of distributed generation (DG) on the overall system performance at the planning stage. The optimal bus location and selection of the proper size of DGs in the radial distribution systems (RDS) is a major issue and needs better optimization techniques during decision making. The major intent of the study is to minimize the active power loss and that is accomplished by taking appropriate bus location, size of the DGs, and power factor as the system variables. This paper presents a quasi-oppositional forensic-based investigation (QOFBI) inspired meta-optimization approach for providing optimal results of DG allocation and sizing along with the power factor considering all the system operating constraints. To validate the superior performance of the proposed approach, IEEE 33-bus, IEEE 69-bus, and IEEE 85-bus test systems are considered for simulation. Various performance indices related to power, voltage, and stability are computed under various levels and types of DG penetration, and comparative results with recently proposed approaches are presented and analyzed. The results reveal the robustness, effectiveness, and better performance with the less computational complexity of the proposed approach. © 2022, The Author(s), under exclusive licence to Springer Nature Singapore Pte Ltd.","DG location; DG size; Distribution generation (DG); Forensic-based investigation algorithm (FBI); Oppositional-based learning (OBL); Power loss minimization","Decision making; Electric power factor; Electric power transmission networks; Forensic science; Smart power grids; Distribution generation; Distribution generation location; Distribution generation size; Forensic-based investigation algorithm; Oppositional-based learning; Power factors; Power loss minimizations; Location"
"Chaouki I., Fedorovich K.V.","57803034500;57802797600;",2022,"IOP Conference Series: Earth and Environmental Science",,"10.1088/1755-1315/1045/1/012010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134163850&doi=10.1088%2f1755-1315%2f1045%2f1%2f012010&partnerID=40&md5=72248a91e2cb6927896764039a181de8","Technological advancements have transformed the energy sector in the last few years, the industry is increasingly embracing micro-grids as a viable tool for integrating distributed generations, enhancing power quality, and guaranteeing energy supply to critical loads. Ideally, the micro-grid concept provides a viable solution to the energy sector, particularly with enormous microgeneration deployment. It addresses challenges attributed to geographically dispersed energy resources, including negative impacts on energy system operations and security. The specific climatic conditions of the desert, particularly the high temperatures in summer, greatly influence the consumption pattern in the isolated grids of southern Algeria. These extreme temperatures sometimes surpass 50 degrees, resulting in increased air conditioning systems. When operated at total capacity, especially during hot seasons, these systems significantly increase pick demands and weaken the production system enormously. Southern Algeria is considered one of the hottest places globally, which justifies its enormous power consumption due to the widespread use of cooling systems. Such consumption often leads to power cuts and shortages; thus, the need to pursue Micro-grid Integrated Hybrid System. This system integrates multiple electrical components connected through a robust distribution system. Such a hybrid renewable energy system is viable in this region because of its characteristic high solar radiation and strong winds throughout the year. Thus, this study utilized such energy resources to address Algeria's energy shortages and power cuts using the MATLAB/Simulink program. © Published under licence by IOP Publishing Ltd.",,
[No author name available],[No author id available],2022,"IOP Conference Series: Earth and Environmental Science",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134150978&partnerID=40&md5=995093f64bd56427d41c87b7a2b88f66","The proceedings contain 175 papers. The topics discussed include: riverbed processes in the lower reaches of the Amu Darya river in conditions of anthropogenic impact on the river flow; recommended load standards for pastures in arid zones of the Russian Federation; future PEM fuel cell system renewable energy systems based on hydrogen equipment for microgrid networks; thermal conditions of storing seed grain in a hermetic container with a regulated air environment; evaluation of potato hybrids for the Arctic zone of Russia by the ranking method; using a micro-grid to solve the problem of power outages and shortages in southern Algeria during the summer; population organization of rare species of the genus Jurinea as an indicator of conservation of steppe ecosystems of the Volga Region (Russian Federation); evaluation of experimental corn hybrids on the development of morphometric parameters; and prospects for improving the Azov Sea's state in the implementation of the planned transition to the best available technologies of the enterprises of the Don River basin.",,
"Balal A., Giesselmann M.","57331437200;7003734867;",2022,"IEEE Green Technologies Conference",,"10.1109/GreenTech52845.2022.9772041","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130782768&doi=10.1109%2fGreenTech52845.2022.9772041&partnerID=40&md5=fb87f604eb5cd23814fd573c79f47062","This paper makes use of electric vehicles (EVs) that are simultaneously connected to the Photovoltaic Cells (PV) and the power grid. In micro-grids, batteries of the electric vehicles (EVs) used as a source of power to feed the power grid in the peak demands of electricity. EVs can help regulation of the power grid by storing excess solar energy and returning it to the grid during high demand hours. This paper proposes a new architecture of micro-grids by using a rooftop solar system, Battery Electric Vehicles (BEVs), grid connected inverters, a boost converter, a bidirectional half-bridge converter, output filter, including L, LC, or LCL, and transformers. The main parts of this micro-grid are illustrated and modeled, as well as a simulation of their operation. In addition, simulation results explore the charging and discharging scenarios of the BEVs. © 2022 IEEE.","Demand Side Management; Grid to vehicle; Micro-grid; PV to grid; PV to vehicle; Vehicle to grid","Charging (batteries); DC-DC converters; Demand side management; Electric power transmission networks; Electric utilities; Photoelectrochemical cells; Plug-in electric vehicles; Secondary batteries; Solar cells; Solar energy; Battery-electric vehicles; Charging station; Microgrid; Microgrid systems; Peak demand; Photovoltaic cell to grid; Photovoltaic cell to vehicle; Power; Power grids; Vehicle to grids; Vehicle-to-grid"
"Kandasamy J., Ramachandran R., Veerasamy V.","57644176200;57210426835;57201719362;",2022,"Proceedings of the International Conference on Electronics and Renewable Systems, ICEARS 2022",,"10.1109/ICEARS53579.2022.9752042","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128927582&doi=10.1109%2fICEARS53579.2022.9752042&partnerID=40&md5=c3590044773809dd18c8d4d6d0b6f2fa","In this paper, automatic load frequency controllers (ALFC) are considered for an interconnected micro-grid system to enhance the transient performance of frequency deviation. The widespread use of renewable energy in an interconnected micro-grid would cause frequency instability. Frequency stability is a significant concern for the operation of interconnected micro-grids. The modeling of interconnected micro-grids comprising of a wind power generation, a diesel engine generator and Energy Storage system. A conventional Proportional Integral Derivative (PID) controller tuned by Ziegler-Nichols method (ZN) is designed for the sample interconnected micro-grid system for improving the frequency stability. The efficacy of ALFC for interconnected micro-grids is demonstrated using MATLAB/Simulink under abrupt change in load demand and uncertainties in system parameters. The results obtained through simulation are validated in HIL simulation environment using Real Time Simulator. © 2022 IEEE.","ALFC; Frequency instability; interconnected microgrid system; Ziegler-Nichols method (ZN) - PID controller","Controllers; Electric control equipment; Electric load management; Electric power generation; Electric power system interconnection; Frequency stability; MATLAB; Press load control; Proportional control systems; Three term control systems; Two term control systems; Wind power; Automatic load frequency controller; Frequency instabilities; Interconnected microgrid system; Load frequency controllers; Load-frequency control; Microgrid; Microgrid systems; Proportional-integral-derivatives controllers; Ziegl-nichol method - proportional integral derivative controller; Ziegler-Nichol's method; Electric frequency control"
"Sumalatha K., Muneender E.","57211337643;34881823400;",2022,"Proceedings of the International Conference on Electronics and Renewable Systems, ICEARS 2022",,"10.1109/ICEARS53579.2022.9752162","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128888090&doi=10.1109%2fICEARS53579.2022.9752162&partnerID=40&md5=350187cbc76a72b6fee2dc652e28974c","In push-button control places featuring villages, isles along with irregular areas, there is a chance of repeating energy breakdowns, existing drops, or energy variations as a result of grid-side deficiencies. Grid-connected renewable resource systems or even micro-grid systems are a lot better for such remote internet sites to satisfy the nearby vital lots criteria during grid-side failings. In renewable energy systems, solar electric power systems come in addition, to the hybrid PV-battery systems or even possibly energy storage systems, which are a great deal added reliable in providing uninterruptible energy to the place essential bunches throughout grid-side weakness. This energy storage device additionally enhances the system parts during electrical energy renovations. In the present paper, a PV-battery mixture system along with DC-side integrating is checked out, and also an electric energy stabilizing control is highly recommended to move the electrical power to grid/load along with the electric battery. This short article targets to deliver a comprehensive top-down view of research study on crossbreed PV, Wind, electric battery unit for ON-network and also OFF-GRID applications. © 2022 IEEE.","CHB inverter; Chopper; Energy Storage Systems (ESS); Multi Level Inverters (MLI); Off-Grid; On-Grid; Power Balancing Control (PBC); PV system; Waveforms","Electric batteries; Electric inverters; Electric power system control; Electric power transmission networks; Energy storage; Renewable energy resources; Balancing controls; CHB inverte; Energy storage system; Multi level inverter; Multilevels; Off-grids; On-grid; Power balancing; Power balancing control; PV system; Storage systems; Waveforms; Choppers (circuits)"
"Muneer T., Dowell R.","7006647735;57638921500;",2022,"International Journal of Low-Carbon Technologies",,"10.1093/ijlct/ctac012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128865238&doi=10.1093%2fijlct%2fctac012&partnerID=40&md5=e27aaee8e9ddc1764f6c61e6f7c41654","Depleting energy resources, enhancing energy security and energy access and approaching climate change related challenges are some of the present day challenges. Against this backdrop, renewable energy (RE)-based farming has been a topic of serious discussion within Great Britain and Scotland. There are multiple advantages in the development and applications of RE micro-grids for farming communities as often they are located in areas that are quite remote and hence their energy sustainability provides security of supply. In the present article, a large-scale RE system that included solar photovoltaic and wind turbine has been critically analyzed with respect to its fractional contribution toward the total energy budget of a potato farm that produces 8000 tons of crops annually, with 4500 tons of the produce in cold storage for up to 8 months. The findings and recommendations from these case studies will help renewable energy practitioners in erecting and analyzing similar installations. © 2022 The Author(s). Published by Oxford University Press. All rights reserved.","energy payback time; renewable energy; solar energy; wind energy","Budget control; Climate change; Cold storage; Energy security; Solar power generation; Wind power; Development and applications; Energy access; Energy payback; Energy payback time; Energy-based; Great Britain; Payback time; Renewable energies; Scotland; Security access; Solar energy"
"Basmadjian N., Yun S., Hong Z.","6505582211;57367911100;26321689200;",2022,"Energy and Environment",,"10.1177/0958305X221082926","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125697799&doi=10.1177%2f0958305X221082926&partnerID=40&md5=b35366cb116d040b165674913b48aaad","Inherent fuel flexibility of micro gas turbine (MGT) makes the engine a promising energy solution to remote Canadian communities that are not connected to the North American electricity grid, where bio-oils derived from locally available bio-mass may be utilized to meet local power and heat demands to reduce fossil fuel consumption. The switch to bio-oils enabled by MGTs reduces not only carbon footprints but also operating expenses due to high transportation costs of fossil fuels. However, MGT efficiencies are greatly reduced at partial loads. This work investigates the feasibility of addressing MGT efficiency drops at partial loads by incorporating MGT with a Battery Energy Storage System (BESS) to form a hybrid system so that the MGT can be operated at near full power at all times for better efficiencies. In this study, a daily power demand profile of a typical Canadian household is adopted for optimizing battery size and MGT operating strategies. By optimizing MGT daily start time and the engine's threshold partial load factor, the specific fuel consumption and battery size can be minimized for a specific number of households on a micro-grid supported by the MGT-based hybrid power system. © The Author(s) 2022.","Combined Power and Heat; Hybrid Systems; Micro Gas Turbine; Micro-grid; System optimization","Combustion; Electric batteries; Electric power transmission networks; Fossil fuels; Fuel storage; Heating; Hybrid systems; Bio-oils; Combined heat; Gas turbine efficiency; Micro gas turbine; Micro-gas; Microgrid; Partial load; Power; Power demands; System optimizations; Gas turbines"
